
"愛国自動車学校","0154-36-1281","釧路市愛国東1-29-14"
"秩父中央自動車学校","0494-22-1388","秩父市大野原1453"
"鶴ヶ島自動車教習所","049-287-1122","鶴ヶ島市大字高倉1249"
"東武かすみ自動車教習所","049-231-1325","川越市霞ケ関東2-5-1"
"東武こしがや自動車教習所","048-986-2121","越谷市蒲生寿町6-82"
"ところざわ自動車学校","04-2922-6231","所沢市東狭山ケ丘2-879-5"
"所沢中央自動車教習所","04-2921-0017","所沢市大字久米936-1"
"日進自動車教習所","048-621-2000","さいたま市西区西遊馬2474"
"羽生モータースクール","048-561-3008","羽生市大字砂山80"
"飯能自動車学校","042-973-2395","飯能市岩沢958"
"東大宮自動車学校","048-651-8811","さいたま市北区本郷町1629"
"東埼玉自動車教習所","048-977-0011","越谷市下間久里174-1"
"東松山自動車学校","0493-22-3355","東松山市箭弓町2-6-42"
"ファインモータースクール上尾","048-771-0279","上尾市大字平塚596-5"
"ファインモータースクール指扇","048-624-6553","さいたま市西区高木1635"
"深谷自動車教習所","048-571-4017","深谷市東方4343"
"古谷自動車教習所","049-235-1543","川越市大字古谷上6058"
"三郷自動車教習所","048-953-4111","三郷市花和田385"
"八潮自動車教習所","048-997-5151","八潮市大字木曽根511"
"寄居武蔵野自動車教習所","048-584-0181","大里郡寄居町大字用土5393-10"
"レインボーモータースクール","048-461-1101",">和光市下新倉5-27-1"

"姉崎自動車教習所","0436-61-1131","市原市椎津1694"
"姉崎中央自動車学校","0436-62-3333","市原市姉崎海岸27"
"我孫子自動車教習所","04-7182-5151","我孫子市高野山547"
"イースタンドライビングスクール","043-291-8686","千葉市緑区平川町1614-1"
"市川自動車教習所","047-339-1086","船橋市藤原1-35-1"
"市川中央自動車教習所","047-327-3759","市川市高谷1974-11"
"稲毛自動車教習所","043-243-7111","千葉市稲毛区稲毛町5-31-1"
"印西中央自動車学校","0476-42-4111","印西市大森2431"
"海上中央自動車教習所","0479-55-2521","旭市蛇園2864"
"大佐和自動車教習所","0439-65-2211","富津市千種新田88"
"大多喜町自動車学校","0470-82-2705","夷隅郡大多喜町紺屋81-1"
"大原自動車教習所","0470-62-0677","いすみ市小池191-2"
"小見川自動車教習所","0478-83-3315","香取市小見川2073"
"柏自動車教習所","04-7143-8181","柏市松ケ崎1201"
"上総自動車教習所","0439-27-2131","君津市向郷1827"
"勝又自動車学校","043-242-6251","千葉市美浜区新港189"
"鎌ケ谷自動車学校","047-444-8341","鎌ケ谷市軽井沢1980-1"
"鴨川自動車教習所","04-7092-0894","鴨川市広場854"
"木更津自動車学校","0438-36-4022","木更津市請西1541"
"君津モータースクール","0439-50-1212","君津市下湯江9-1"
"九十九里自動車教習所","0475-76-3571","山武郡九十九里町藤下797"
"京成ドライビングスクール成田","0476-22-2431","成田市並木町漆台198"
"京葉自動車教習所","043-259-6371","千葉市稲毛区長沼町341"
"五井自動車教習所","0436-21-3366","市原市五井8840"
"国府台自動車学校","047-372-7311","市川市中国分3-16-1"
"佐倉自動車学校","043-485-1558","佐倉市岩名957-1"
"佐原自動車教習所","0478-54-6677","佐原市佐原ホ1159"
"袖ケ浦自動車教習所","0438-41-3131","木更津市坂戸市場1855-1"
"ソフィアドライビングスクール船橋","047-431-3131","船橋市湊町3-9-16"
"ソフィアドライビングスクール四街道","043-422-1833","四街道市もねの里2-38-30"
"鷹ノ台ドライビングスクール","047-483-2345","千葉市花見川区柏井4-2-1"
"辰巳自動車学校","0436-75-2121","市原市勝間1827-1"
"館山自動車学校","0470-22-4190","館山市笠名1200"
"千倉自動車教習所","0470-44-2311","南房総市千倉町北朝夷2967-2"
"千葉県自動車練習所","043-237-0401","千葉市若葉区坂月町308"
"千葉第一自動車教習所","043-266-6767","千葉市中央区松ヶ丘町20-1"
"千葉中央自動車学校","043-231-5051","千葉市若葉区加曽利町868"
"銚子大洋自動車教習所","0479-22-3451","銚子市長塚町3-654"
"津田沼自動車教習所","047-472-5291","船橋市前原東3-11-1"
"東洋自動車教習所","0479-64-0100","旭市鎌数5146"
"東洋モータースクール","047-486-7777","八千代市村上654-1"
"流山自動車学校","04-7159-9070","流山市おおたかの森西3-5-3"
"野田自動車教習所","04-7125-5105","野田市金杉字窪上2318"
"柏南自動車教習所","04-7191-7020","柏市高柳21"
"船橋第一自動車教習所","047-447-2345","船橋市三咲2-14-1"
"船橋中央自動車学校","047-464-3421","船橋市飯山満町2-635"
"北総自動車学校","0476-98-1211","印西市瀬戸905-1"
"松尾自動車教習所","0479-86-2136","山武市松尾町松尾175"
"松戸自動車教習所","047-363-8191","松戸市松戸新田253"
"松戸中央自動車学校","047-340-2800","松戸市根木内681-1"
"松戸東自動車学校","047-384-2225","松戸市金ヶ作418"
"茂原自動車教習所","0475-22-4033","茂原市東郷1781"
"茂原第一自動車教習所","0475-22-2141","茂原市高師596-2"
"八街自動車教習所","043-443-1313","八街市八街ほ1035-47"
"やちよ中央自動車学校","047-484-2100","八千代市大和田新田211"
"八日市場自動車教習所","0479-72-0934","匝瑳市椿1685"

"青葉自動車学校","045-973-3113","横浜市青葉区藤が丘1-23-14"
"飛鳥ドライビングカレッジ川崎","044-244-5266","川崎市川崎区下並木97"
"厚木中央自動車学校","0462-41-8310","厚木市及川1280"
"荒井自動車学校花水校","0463-31-1461","平塚市長持310"
"伊勢原自動車学校","0463-95-2130","伊勢原市西富岡540"
"海老名ドライバーズスクール","046-231-1627","海老名市大谷南1-9-1"
"小田原ドライビングスクール","0465-36-1215","小田原市蓮正寺540-2"
"神奈川ドライビングスクール","045-261-1141","横浜市南区中村町5-312"
"鎌倉自動車学校","045-851-5177","横浜市栄区笠間1-11-20"
"鴨居自動車学校","045-931-5388","横浜市緑区鴨居1-5-1"
"KANTOモータースクール川崎校","044-222-2611","川崎市川崎区駅前本町25-4"
"KANTOモータースクール溝ノ口校","044-866-1909","川崎市高津区末長3-5-3"
"KANTOモータースクール横浜西口校","045-311-3041","横浜市西区南軽井沢62-1"
"菊名ドライビングスクール","045-402-1111","横浜市港北区菊名7-6-27"
"久里浜中央自動車学校","046-835-3111","横須賀市久里浜5-13-1　(株)久里浜中央会館ビル4階"
"京急上大岡自動車学校","045-842-8241","横浜市港南区港南2-12-1"
"京急茅ヶ崎自動車学校","0467-52-7106","茅ヶ崎市本村3-8-54"
"コヤマドライビングスクール横浜","045-531-6461","横浜市港北区大曽根2-48-13"
"相模湖自動車教習所","042-687-2321","相模原市緑区日連1608"
"相模中央自動車学校","042-752-3441","相模原市中央区東淵野辺1-7-1"
"三共自動車学校","0466-81-3710","藤沢市本藤沢1-11-23"
"湘南鴨宮自動車学校","0465-47-2147","小田原市南鴨宮2-32-4"
"湘南センチュリーモータースクール","0466-29-2030","藤沢市小塚16-1"
"湘南台自動車学校","0466-87-5011","藤沢市石川6-18-1"
"湘南平塚モータースクール","0463-21-0852","平塚市代官町36-40"
"新鶴見ドライビングスクール","045-576-1455","横浜市鶴見区上末吉2-7-1"
"セパルライディングスクール橋本","042-771-8560","相模原市緑区西橋本3-11-24"
"鶴ヶ峰自動車学校","045-953-2003","横浜市旭区上白根1-6-1"
"都南自動車教習所","0462-53-5151","座間市緑ヶ丘4-20-1"
"橋本自動車学校","042-772-4295","相模原市緑区橋本台1-14-25"
"秦野自動車教習所","0463-85-3090","秦野市曾屋1021-2"
"日吉自動車学校","045-563-3333","横浜市港北区日吉6-13-3"
"藤沢高等自動車学校","0466-45-7171","藤沢市土棚800"
"松田自動車学校","0465-83-5511","足柄上郡開成町吉田島4295"
"南横浜自動車学校","045-785-0001","横浜市金沢区福浦3-11-1"
"向ヶ丘自動車学校","044-977-6591","川崎市宮前区菅生4-6-1"
"大和自動車学校","0462-62-1212","大和市深見西4-3-29"
"横須賀ドライビングスクール","0468-36-8000","横須賀市舟倉1-16-1"
"横浜自動車学校","045-881-8021","横浜市戸塚区上倉田町230"

"新井自動車学校","0255-72-3312","妙高市柳井田町4-10-1"
"糸魚川自動車学校","025-552-1054","糸魚川市大字大野358-3"
"魚沼中央自動車学校","025-792-1055","魚沼市十日町字西372番地1"
"大河津自動車学校","0256-97-3241","長岡市寺泊竹森字ニツ塚1420番地"
"小千谷自動車学校","0258-82-4350","小千谷市大字千谷字小嶋甲2692-1"
"柿崎自動車学校","025-536-2740","上越市柿崎区直海浜1567-50"
"柏崎自動車学校","0257-22-5121","柏崎市茨目1-9-10"
"蒲原中央自動車学校","025-375-5155","新潟市西蒲区羽黒2951"
"五泉中央自動車学校","0250-41-0825","五泉市五泉2468番地2"
"佐渡自動車学校","0259-63-6121","佐渡市三瀬川366-2"
"三条自動車学校","0256-38-3808","三条市東大崎1-18-71"
"三条中央自動車学校","0256-38-3585","三条市北入蔵2-16-18"
"新発田自動車学校","0254-22-3950","新発田市富塚町2-2-32"
"上越自動車学校高田教習所","025-522-1511","上越市山屋敷町90"
"白根中央自動車学校","025-372-3154","新潟市南区上下諏訪木字論地1107"
"水原自動車学校","0250-62-2000","阿賀野市下条20-4"
"関原自動車学校","0258-46-2126","長岡市関原町南4-4058"
"田上自動車学校","0256-57-4700","南蒲原郡田上町吉田新田丁202-5"
"中越自動車学校","0258-22-2336","長岡市高島町780"
"燕中央自動車学校","0256-63-4892","燕市大字杣木3237-1"
"十日町自動車学校","025-757-4145","十日町市城之古字原1118"
"豊栄自動車学校","025-386-5501","新潟市北区葛塚808-1"
"長岡文化自動車学校","0258-24-0512","長岡市蔵王3-1-1"
"中条自動車学校","0254-44-8071","胎内市高野249番地6"
"新潟自動車学校","025-272-5555","新潟市東区海老ヶ瀬474番地1"
"新潟関屋自動車学校","025-265-0101","新潟市中央区関屋浜松町22"
"新潟中央自動車学校","025-247-5201","新潟市中央区鐙2-1-27"
"新潟文化自動車学校","025-266-2577","新潟市西区青山1-1-41"
"新津自動車学校","0250-22-1192","新潟市秋葉区山谷町2-15-29"
"東新潟自動車学校","025-273-2000","新潟市東区山木戸3-9-1"
"巻中央自動車学校","0256-72-3195","新潟市西蒲区河井706番地"
"マツキドライビングスクール新潟西しばた校","0254-22-4336","新発田市西宮内1002"
"見附自動車学校","0258-62-1721","見附市昭和町1-12-13"
"みどり自動車学校","025-543-2680","上越市大字三田新田453"
"六日町自動車学校","025-776-3144","南魚沼市四十日3056"
"村上中央自動車学校","0254-52-6161","村上市松山235"

"上野原自動車教習所","0554-63-1671","上野原市上野原120"
"塩山自動車教習所","0553-33-2765","甲州市塩山赤尾1"
"大月自動車学校","0554-22-3136","大月市賑岡町畑倉1955"
"小笠原自動車教習所","055-282-0515","南アルプス市小笠原1523"
"岳麓自動車教習所","0555-22-1689","富士吉田市上吉田4853-1"
"きょうなん自動車学校","0556-22-0914","南巨摩郡富士川町最勝寺1538"
"甲府昭和自動車教習所","055-275-2041","中巨摩郡昭和町上河東371"
"小淵沢自動車教習所","0551-36-2230","北杜市小淵沢町6907"
"都留自動車教習所","0554-43-2979","都留市法能2493"
"長坂自動車教習所","0551-32-3366","北杜市長坂町長坂上条1531-1"
"南部自動車教習所","0556-64-2211","南巨摩郡南部町内船8900"
"韮崎自動車教習所","0551-22-1145","韮崎市中島2-8-73"
"山梨交通自動車学校","055-235-5401","甲府市湯田2-16-25"
"山梨自動車学校","055-285-0752","南アルプス市下高砂847"
"山梨中央自動車教習所","055-235-1291","甲府市横根町194"
"湯村自動車学校","055-252-2333","甲府市塩部2-2-15"

"浅間佐久自動車学校","0267-67-3371","佐久市猿久保35-7"
"アジマ自動車学校","0265-33-2550","下伊那郡喬木村1353"
"飯田自動車学校","0265-24-2339","飯田市鼎切石5092-6"
"伊那自動車教習所","0265-72-6191","伊那市美篶9623-2"
"上田自動車学校","0268-22-8800","上田市天神3-10-43"
"臼田自動車教習所","0267-82-6030","佐久市臼田1344"
"大町自動車教習所","0261-22-1510","大町市平1193"
"岡谷自動車学校","0266-27-5551","岡谷市長地小萩1-12-13"
"軽井沢西ドライビングスクール","0267-58-2550","北佐久市甲1951-2"
"駒ヶ根自動車学校","0265-82-3828","駒ケ根市赤穂16398"
"小諸自動車教習所","0267-22-1500","小諸市大字森山85"
"真田自動車学校","0268-22-0585","上田市秋和86"
"信濃東部自動車学校","0268-62-0800","東御市和1506"
"信州塩尻自動車学校","0263-58-2231","塩尻市大字広丘吉田352-1"
"信州松本つかま自動車学校","0263-25-2495","松本市筑摩4-6-1"
"信州松本もとまち自動車学校","0263-32-1462","松本市元町3-3-10"
"諏訪中央自動車学校","0266-52-1191","諏訪市大字四賀558"
"辰野自動車学校","0266-41-0700","上伊那郡辰野町大字赤羽250"
"千曲自動車学校","026-272-0633","千曲市大字桜堂180"
"茅野自動車学校","0266-72-4111","茅野市宮川5299"
"天竜自動車学校","0265-35-2581","下伊那郡高森町吉田2283"
"ドリームモータースクール昭和","026-292-2566","長野市川中島町原639"
"ドリームモータースクール須坂","026-245-1574","須坂市墨坂南2-16-1"
"中野自動車学校","0269-22-4171","中野市大字吉田1108"
"長野自動車学校","026-226-0468","長野市差出南3-1-1"
"長野中央自動車学校","026-296-3751","長野市大字北堀651"
"穂高自動車学校","0263-82-2450","安曇野市穂高8391"

"伊東自動車学校","0557-37-2826","伊東市岡1374-1"
"遠鉄磐田自動車学校","0538-32-7200","磐田市見付5015"
"遠鉄自動車学校","053-462-1221","浜松市東区小池町1552"
"遠鉄中部自動車学校","054-639-6666","焼津市柳新屋771"
"遠鉄浜岡自動車学校","0537-86-2220","御前崎市池新田3688"
"遠鉄袋井自動車学校","0538-23-2355","袋井市諸井1238"
"掛川自動車学校","0537-22-7251","掛川市大池655"
"上池自動車学校","053-471-4371","浜松市中区城北1-19-8"
"黄瀬川自動車学校","055-963-3039","沼津市大岡1122-1"
"御殿場自動車学校","0550-89-2525","御殿場市中畑531-16"
"静岡菊川自動車学校","0537-36-1166","菊川市加茂2199-1"
"静岡県自動車学校","054-261-7171","静岡市葵区宮前町71-1"
"静岡県自動車学校沼津校","055-921-7171","沼津市東椎路419-1"
"静岡県自動車学校浜松校","053-471-7171","浜松市中区和地山2-38-1"
"静岡県自動車学校松崎校","0558-42-0600","賀茂郡松崎町岩科南側17"
"静岡県セイブ自動車学校","053-485-5511","浜松市西区大人見町2510"
"静岡県中央自動車学校","0545-71-1110","富士市入山瀬4-1-7"
"静岡県富士自動車学校","0545-61-6161","富士市柚木207-1"
"静鉄自動車学校","054-345-0335","静岡市清水区馬走北5-1"
"島田自動車学校","0547-37-5221","島田市道悦2-2-1"
"下田自動車学校","0558-22-2308","下田市河内741-2"
"昭和自動車学校","0545-38-0110","富士市比奈字赫夜姫2220-1"
"裾野中央自動車学校","055-992-2500","裾野市伊豆島田539"
"スルガ自動車学校","054-369-1177","静岡市清水区興津中町522-1"
"綜合自動車学校","053-461-6633","浜松市東区和田町700"
"田方自動車学校","055-978-2452","田方郡函南町間宮498-1"
"東部自動車学校","055-921-7788","沼津市寿町17-1"
"東名自動車学校","054-644-7777","藤枝市上当間731"
"中田自動車学校","054-285-8255","静岡市駿河区中野新田282"
"榛南自動車学校","0548-22-0272","牧之原市細江1731"
"浜名湖自動車学校","053-594-8075","湖西市新居町中之郷2350"
"浜松自動車学校","053-461-9221","浜松市東区丸塚町1"
"富士センチュリーモータースクール","055-953-9053","裾野市須山2837-1"
"富士センチュリーモータースクール御殿場校","055-998-3938","裾野市須山2837-1"
"富士宮自動車学校","0544-27-0575","富士宮市源道寺町10"
"古庄自動車学校","054-261-1551","静岡市葵区古庄3-11-15"
"マジオドライバーズスクール熱海校","0557-80-3101","熱海市伊豆山1173"
"マジオドライバーズスクール藤枝校","054-641-1717","藤枝市内瀬戸115-2"
"三島中央自動車学校","055-975-2088","三島市加茂川町13-6"
"焼津自動車学校","054-624-1541","焼津市三右衛門新田471"
"ヤマハテクニカルセンター","0537-24-5195","掛川市富部28"
"吉原自動車学校","0545-71-2345","富士市伝法906-3"

"小矢部自動車学校","0766-67-0180","小矢部市野端303"
"北日本自動車学校","076-441-1741","富山市五福4186"
"呉羽自動車学校","076-434-1222","富山市本郷2444"
"黒部自動車学校","0765-52-1352","黒部市犬山54"
"高新自動車学校","0766-23-3377","高岡市能町1789"
"高岡自動車学校","0766-22-3950","高岡市蓮花寺735"
"砺波自動車学校","0763-32-2707","砺波市鷹栖出860"
"富山県第一自動車学校","0766-52-0722","射水市小島715"
"富山県中央自動車学校","076-466-3333","富山市婦中町田島1122"
"富山自動車学校","076-492-5533","富山市新庄町85"
"富山中部自動車学校","076-423-3214","富山市町村59"
"滑川自動車学校","076-475-1100","滑川市菰原168"
"南砺自動車学校","0763-52-3000","南砺市高宮6480"
"入善自動車学校","0765-72-0636","下新川郡入善町田中111"
"氷見自動車学校","0766-91-2255","氷見市窪1850"
"北陸自動車学校","0766-31-0130","高岡市中保75"

"石川県加南自動車学校","0761-22-8816","小松市今江町ち94-1"
"加賀自動車学校","0761-74-0310","加賀市津波倉町ロ53"
"こまつ自動車学校","0761-24-3500","小松市平面町イ74"
"大徳自動車学校","076-267-2231","金沢市松村5-96"
"太陽自動車学校","076-283-1163","かほく市七窪ヲ3"
"千里浜なぎさドライビングスクール","0767-22-0518","羽咋市千里浜町ソ3"
"東部自動車学校","076-258-1151","金沢市横枕町ロ8"
"ドライビングスクールエクシール城東","076-237-8100","金沢市松寺町申100"
"七尾自動車学校","0767-53-1422","七尾市古府町南谷21"
"能登自動車学校","0768-72-0153","鳳珠郡能登町字布浦夕字74"
"能登中央自動車学校","0767-53-5588","七尾市細口町源田山42"
"北鉄自動車学校","076-246-1211","野々市市蓮花寺町230"
"北陸中部自動車学校","076-277-0033","白山市上安田町239"
"輪島綜合自動車学校","0768-22-2098","輪島市横地町9字90"

"ＡＯＩドライビングスクール勝山校","0779-87-2333","勝山市上高島10字1‐1"
"ＡＯＩドライビングスクール敦賀校","0770-22-0500","敦賀市金山28‐1"
"ＡＯＩドライビングスクール福井校","0776-55-0870","福井市つくし野1‐1001"
"大野自動車学校","0779-66-5050","大野市南新在家11‐1"
"小浜自動車学校","0770-52-0839","小浜市府中14‐23"
"サカイドライビングスクール","0776-72-1234","坂井市坂井町上兵庫第40号1"
"武生自動車学校","0778-22-2424","越前市八幡2‐99‐44"
"敦賀自動車学校","0770-22-5353","敦賀市木崎54‐23"
"福井自動車学校","0776-54-0991","福井市上北野1‐23‐15"
"北陸自動車学校","0776-38-2020","福井市大土呂町17‐38"

"大垣自動車学校","0584-91-7387","大垣市荒川町木ﾉ本330"
"大垣南自動車学校","0584-32-3116","養老郡養老町祖父江649"
"大原自動車学校","0572-27-2356","多治見市幸町7-29-1"
"可児自動車学校","0574-56-0001","可児市久々利2100-2"
"加茂自動車学校","0574-25-4155","美濃加茂市前平町3丁目45"
"北方自動車学校","058-324-1215","本巣市三橋字糸貫川通1100"
"岐阜中津川自動車学校","0573-65-5251","中津川市駒場1666-1133"
"岐阜東自動車学校","058-245-2080","羽島郡岐南町三宅8丁目31"
"岐阜南自動車学校","058-387-3101","羽島郡笠松町羽衣町35-2"
"郡上自動車学校","0575-65-3806","郡上市八幡町旭1280"
"聖徳自動車学園","058-387-4171","岐阜市柳津町東瀬外7570"
"西濃自動車学校","0584-66-2450","海津市平田町今尾600"
"関自動車学校","0575-22-1491","関市十六所21-1"
"高山自動車学校","0577-32-2722","高山市松之木町1330"
"多治見自動車学校","0572-22-5127","多治見市美坂町4-7"
"中濃自動車学校","0575-22-2083","関市市平賀773"
"東海自動車学校","0584-81-6125","大垣市領家町651"
"東海第一自動車学校","058-243-1521","岐阜市芥見5丁目125"
"東濃自動車学校","0573-68-2715","中津川市茄子川1126-4"
"土岐自動車学校","0572-55-3690","土岐市土岐津町土岐口1372-1"
"那加自動車学校","058-389-2525","各務原市那加西那加町28"
"日本ライン自動車学校","0574-25-1122","加茂郡坂祝町深萱1301-3"
"飛騨自動車学校","0577-35-1000","高山市松本町1480-1"
"マジオドライバーズスクール大垣校","0584-78-4107","大垣市世安町3-16"
"三田洞自動車学校","058-237-3211","岐阜市三田洞東1丁目23-1"

"あいち自動車学校","052-991-2631","名古屋市北区成願寺1丁目6番50号"
"あさひ自動車学校","0567-28-5665","津島市宇治町字小切39"
"一宮自動車学校","0586-78-2131","一宮市島村字下老光寺120番地"
"稲沢自動車学校","0587-21-4888","稲沢市国府宮町諏訪90"
"上地自動車学校","0564-51-3381","岡崎市上地3-40-6"
"大治自動車学校","052-431-6201","海部郡大治町大字八ツ屋字堤添30番地"
"岡崎自動車学校","0564-51-1830","岡崎市不吹町14"
"岡崎南自動車学校","0564-51-2662","岡崎市針崎1-1-1"
"蒲郡自動車学校","0533-69-1241","蒲郡市鹿島町川田12-5"
"刈谷自動車学校","0566-21-1866","刈谷市小垣江町本郷下10-1"
"苅安賀自動車学校","0586-45-5577","一宮市大和町苅安賀1580"
"享成自動車学校","0564-22-6531","岡崎市井田町字茨坪34"
"享成自動車学校桜町校","0563-56-7323","西尾市米津町荒子24"
"コアラドライブ安城","0566-76-8181","安城市北山崎町北浦50"
"江南自動車学校","0587-55-2108","江南市江森町南1-1"
"小牧市自動車学校","0568-77-3301","小牧市北外山659-1"
"CBC自動車学校","052-501-1077","名古屋市西区山田町大字上小田井字東古川3117"
"庄内橋自動車学校","052-521-8351","名古屋市西区稲生町6-42"
"昭和自動車学校","0568-31-3545","春日井市味美西本町字石塚1850"
"城北自動車学校","052-916-3333","名古屋市北区金城1-1-18"
"瀬戸自動車学校","0561-84-0050","瀬戸市紺屋田町65-18"
"太洋自動車学校","0562-34-9131","東海市加木屋町唐山43"
"タカラ自動車学校","0533-76-3939","豊川市御津町広石横町63-1"
"タカラテクニカルスクール","0532-32-3235","豊橋市牟呂町字西明治圦添10-１"
"知多自動車学校","0569-21-0618","半田市柊町2-13-3"
"茶屋坂自動車学校","052-777-1111","名古屋市千種区香流橋1-2-3"
"中京自動車学校","052-501-0864","名古屋市西区山田町大字上小田井字東古川3101"
"中部日本自動車学校","052-832-2366","名古屋市昭和区八事富士見1737番地"
"知立自動車学校","0566-82-3233","知立市山屋敷町見社11"
"津島自動車学校","0567-28-3771","愛西市内佐屋町西松原30"
"東海自動車学校","052-621-1181","名古屋市緑区鳴海町字上汐田211"
"豊田自動車学校","0565-28-1000","豊田市前山町1-26"
"トヨタ中央自動車学校","0565-32-0555","豊田市三軒町8-18"
"豊橋綜合自動車学校","0532-46-4615","豊橋市藤並町字藤並85-3"
"名古屋自動車学校春日井校","0568-31-3000","春日井市勝川町1-10"
"名古屋自動車学校天白校","052-896-3355","名古屋市天白区井の森町135"
"名古屋自動車学校港校","052-302-5000","名古屋市港区八百島2-2103"
"西尾自動車学校","0563-56-5311","西尾市八ツ面町猿侍20"
"東山自動車学校","052-701-1151","名古屋市名東区大針3-100"
"尾西自動車学校","0586-45-2882","一宮市篭屋3-12-45"
"星が丘自動車学校","052-783-3000","名古屋市千種区星が丘元町17-1"
"マジオドライバーズスクール春日井校","0568-88-5577","春日井市明知町字西尾口230-1"
"緑ケ丘自動車学校","052-621-2838","名古屋市緑区大高町字殿山31-12"
"三好自動車学校","0561-32-3333","みよし市三好町森曽55番地"
"名四自動車学校","052-381-9569","名古屋市港区宝神1-176"
"名鉄自動車学校","052-891-4191","名古屋市緑区鳴海町字文木90"
"名鉄自動車専門学校","0587-95-1225","丹羽郡大口町中小口4-10"
"ユタカ自動車学校",">0532-45-1131","豊橋市中野町字平北80"
"ユタカ豊川自動車学校","0533-84-1212","豊川市上野1-13"

"上野自動車学校","0595-21-1000","伊賀市野間233"
"カメヤマドライバーズスクール","0595-82-0112","亀山市井尻町667-1"
"川越自動車学校","059-364-4188","三重郡川越町豊田一色522"
"紀伊自動車学校","05979-2-1073","南牟婁郡御浜町大字下市木942-2"
"紀北自動車学校","0597-36-1121","北牟婁郡紀北町海山区上里309-8"
"菰野自動車学校","059-393-2033","三重郡菰野町大字福村877-6"
"志摩自動車学校","0599-43-0314","志摩郡阿児町鵜方3130-3"
"松和自動車学校","0598-51-5666","松阪市大口町1624-1"
"中勢自動車学校","059-386-1452","鈴鹿市寺家6-1-20"
"津ドライビングスクール","059-224-0188","津市博多町3-15"
"トーア自動車学校","0596-52-2111","多気郡明和町大字上村131"
"長島総合自動車学校","0594-42-0511","桑名市長島町西外面1306"
"名張自動車学校","0595-65-3070","名張市西原町2463"
"北勢自動車学校","0594-23-2525","桑名市大字安永992"
"松阪自動車学校","0598-51-0026","松阪市松ヶ島町12"
"三重県南部自動車学校","0596-23-1155","伊勢市小俣町元町1648-10"
"三重高等自動車学校","059-231-1325","津市一身田中野字192-1"
"三重中央自動車学校","059-234-2175","津市高茶屋4-48-8"
"四日市自動車学校","059-353-0151","四日市市新正3-7-6"
"四日市南自動車学校","059-348-3373","四日市市釆女町340-1"

"アヤハ自動車教習所","077-552-3081","栗東市小柿8-1-9"
"アヤハ水口自動車教習所","0748-62-7121","甲賀市水口町水口1593番地1"
"石部自動車教習所","0748-77-2855","湖南市石部口4丁目1番1号"
"近江八幡安全教育センター","0748-37-2131","近江八幡市西庄町258"
"近江八幡自動車教習所","0748-33-3639","近江八幡市鷹飼町北1丁目12番地7"
"大津自動車教習所","077-524-3532","大津市神宮町1-2"
"北近江自動車学校","0749-85-3188","長浜市高月町唐川1088"
"クレフィール湖東自動車教習所","0749-45-3794","東近江市平柳町22番地3"
"甲賀自動車教習所","0748-62-6121","甲賀市水口町新町2丁目2番50号"
"湖西自動車教習所","0740-25-4728","高島市新旭町安井川1379-1"
"膳所自動車教習所","077-543-3335","大津市瀬田6-5-7"
"月の輪自動車教習所","077-545-2222","大津市月輪1-6-1"
"長浜自動車学校","0749-62-1122","長浜市加田町950"
"彦根自動車学校","0749-22-4654","彦根市岡町180"
"真野自動車教習所","077-573-0580","大津市真野5-20-52"
"野洲自動車教習所","077-587-0111","野洲市野洲1436"
"八日市自動車教習所","0748-25-1818","東近江市妙法寺町1101-29"

"網野自動車教習所","0772-72-2633","京丹後市網野町下岡522"
"綾部自動車学校","0773-42-1216","綾部市岡町59"
"岩滝自動車教習所","0772-46-4131","与謝郡与謝野町字弓木1459-１"
"太秦自動車教習所","075-871-2051","京都市右京区常盤東ﾉ町26"
"大久保自動車教習所","0774-43-1166","宇治市大久保町北ﾉ山20"
"京都府自動車学校","075-641-2884","京都市伏見区竹田流池町121"
"京都府福知山自動車学校","0773-27-2451","福知山市字土師60"
"京都府舞鶴自動車学校","0773-75-1613","舞鶴市字上安小字向イ山688"
"京都府峰山自動車学校","0772-62-0637","京丹後市峰山町荒山738"
"京都湯の花自動車学校","0771-24-0211","亀岡市宮前町猪倉椿原17"
"近畿安全自動車学校","075-872-1881","京都市右京区西院西貝川町72"
"光悦自動車教習所","075-493-0101","京都市北区大宮玄琢南町25"
"園部安全自動車学校","0771-42-2662","南丹市八木町室河原大美谷48"
"宝池自動車教習所","075-781-8118","京都市左京区松ヶ崎芝本町1"
"デルタ自動車四条教習所","075-311-0079","京都市右京区西院安塚町6"
"長岡自動車教習所","075-951-3127","長岡京市開田4丁目6番16号"
"二条自動車教習所","075-802-1321","京都市中京区西ﾉ京内畑町34"
"伏見デルタ","075-602-0645","京都市伏見区横大路千両松町9"
"山科自動車教習所","075-571-8841","京都市伏見区日野奥出56"
"山城自動車教習所","0774-82-2165","綴喜郡井手町大字多賀小字西北河原49"
"山城田辺自動車学校","0774-63-6600","京田辺市普賢寺中島4-9"

"芦原自動車教習所","06-6562-0771","大阪市浪速区浪速西1-12-23"
"泉佐野自動車教習所","072-465-0961","泉佐野市新安松2-6-22"
"茨木ドライビングスクール","072-632-4626","茨木市桑田町20-57"
"大阪香里自動車教習所","072-831-0668","寝屋川市木屋町13-5"
"大阪サヤマ自動車学院","072-368-4567","大阪狭山市岩室2-185-1"
"大阪みなとドライビングスクール","06-6573-1477","大阪市港区磯路3丁目9番15号"
